ExpMovingAverage,3846.8047
DoubleExpMovingAverage,3699.4172
ZLEMA,3721.526
RSI,3544.6606
TimeLag,3677.3093
AD,3824.696
WilliamR,3795.2188
LongShort,3625.7239
KAMA,3706.7864
WMA,3655.2012
RAVI,3832.0657
VWAP,3692.0476
ROC,3677.3093
NVI,3706.7864
PPO,3699.4172
MACD,3743.6335
CoppCurve,3669.9395
PVI,3603.6157
MVWAP,3669.94
StochasticOscillatorK,3610.9856
Chaikin,3485.7058
HMA,3839.435
fundamentalist , 3539.5435
TripleExpMovingAverage,3598.1082
SimpleMovingAverage,3478.8726
ExpMovingAverage,3415.748
DoubleExpMovingAverage,3506.9285
ZLEMA,3457.8315
RSI,3703.316
TimeLag,3513.9421
AD,3668.2473
WilliamR,3471.8594
LongShort,3626.1636
KAMA,3549.0117
WMA,3443.8035
RAVI,3626.164
VWAP,3457.8315
ROC,3485.8872
NVI,3640.1914
PPO,3429.7761
MACD,3633.1777
CoppCurve,3485.8872
PVI,3443.804
MVWAP,3408.7349
StochasticOscillatorK,3668.2468
Chaikin,3647.205
HMA,3478.8726
fundamentalist , 3588.7866
TripleExpMovingAverage,3428.161
SimpleMovingAverage,3615.0203
ExpMovingAverage,3701.2637
DoubleExpMovingAverage,3543.1516
ZLEMA,3665.3293
RSI,3650.9556
TimeLag,3428.161
AD,3751.5723
WilliamR,3629.3945
LongShort,3528.778
KAMA,3593.4602
WMA,3492.843
RAVI,3543.1516
VWAP,3500.03
ROC,3622.2078
NVI,3586.273
PPO,3744.3853
MACD,3413.787
CoppCurve,3672.516
PVI,3629.3945
MVWAP,3521.591
StochasticOscillatorK,3478.4695
Chaikin,3464.0957
HMA,3500.0305
fundamentalist , 3816.134
TripleExpMovingAverage,3749.4517
SimpleMovingAverage,3894.2468
ExpMovingAverage,3947.593
DoubleExpMovingAverage,3856.143
ZLEMA,3879.0059
RSI,3939.972
TimeLag,3978.0762
AD,3871.3848
WilliamR,3978.0757
LongShort,3871.384
KAMA,3734.2097
WMA,3642.7598
RAVI,4008.5598
VWAP,3688.4849
ROC,3795.1763
NVI,3871.3848
PPO,3703.7258
MACD,3909.4888
CoppCurve,3688.4849
PVI,3947.5933
MVWAP,3833.2805
StochasticOscillatorK,3658.0012
Chaikin,3703.726
HMA,3673.2434
fundamentalist , 4021.838
TripleExpMovingAverage,4110.362
SimpleMovingAverage,3966.1375
ExpMovingAverage,3861.977
DoubleExpMovingAverage,4094.3367
ZLEMA,3966.138
RSI,4102.3486
TimeLag,3926.0757
AD,3918.064
WilliamR,4094.3364
LongShort,4102.3486
KAMA,3918.063
WMA,3958.1255
RAVI,3902.0386
VWAP,3958.1255
ROC,3845.952
NVI,3966.1375
PPO,4134.398
MACD,3934.0884
CoppCurve,3958.1255
PVI,3878.0015
MVWAP,3878.0012
StochasticOscillatorK,4046.2617
Chaikin,3990.1746
HMA,4022.2246
fundamentalist , 3625.768
TripleExpMovingAverage,3766.089
SimpleMovingAverage,3504.3528
ExpMovingAverage,3751.548
DoubleExpMovingAverage,3635.2212
ZLEMA,3627.9507
RSI,3598.8691
TimeLag,3598.8684
AD,3606.14
WilliamR,3722.466
LongShort,3620.6804
KAMA,3620.6804
WMA,3577.0579
RAVI,3649.7625
VWAP,3526.1646
ROC,3707.9253
NVI,3751.548
PPO,3671.5735
MACD,3671.573
CoppCurve,3409.8374
PVI,3816.9817
MVWAP,3402.5671
StochasticOscillatorK,3577.0579
Chaikin,3562.5168
HMA,3707.9253
fundamentalist , 3903.3352
TripleExpMovingAverage,3761.7937
SimpleMovingAverage,3730.768
ExpMovingAverage,3738.524
DoubleExpMovingAverage,4041.0195
ZLEMA,3800.575
RSI,4017.7505
TimeLag,4009.9946
AD,3668.7175
WilliamR,3854.8684
LongShort,3947.9438
KAMA,3800.575
WMA,3839.3562
RAVI,3893.6497
VWAP,3963.4563
ROC,3854.8684
NVI,3932.4316
PPO,4009.9941
MACD,4072.0444
CoppCurve,3947.9438
PVI,4041.0195
MVWAP,3878.1372
StochasticOscillatorK,4079.7996
Chaikin,3823.8433
HMA,3831.599
fundamentalist , 3755.3506
TripleExpMovingAverage,3637.252
SimpleMovingAverage,3901.368
ExpMovingAverage,3690.075
DoubleExpMovingAverage,3697.6216
ZLEMA,3614.614
RSI,3727.806
TimeLag,3667.4363
AD,3735.352
WilliamR,3886.276
LongShort,3848.545
KAMA,3765.5366
WMA,3697.6216
RAVI,3720.2598
VWAP,3750.4446
ROC,3750.4446
NVI,3840.9985
PPO,3697.621
MACD,3682.5288
CoppCurve,3931.5527
PVI,3886.276
MVWAP,3712.714
StochasticOscillatorK,3584.429
Chaikin,3652.3442
HMA,3848.545
fundamentalist , 3855.7603
TripleExpMovingAverage,3760.961
SimpleMovingAverage,3869.3008
ExpMovingAverage,3993.1187
DoubleExpMovingAverage,4147.891
ZLEMA,3815.1313
RSI,3807.3926
TimeLag,3900.2559
AD,3799.6536
WilliamR,3900.2563
LongShort,3892.5168
KAMA,3985.3801
WMA,3969.9028
RAVI,4109.1978
VWAP,3962.164
ROC,4039.5503
NVI,3884.7786
PPO,3683.5747
MACD,3884.7786
CoppCurve,3652.6204
PVI,3985.3801
MVWAP,3791.9153
StochasticOscillatorK,3722.268
Chaikin,3892.517
HMA,3791.9153
fundamentalist , 3776.4897
TripleExpMovingAverage,3562.0083
SimpleMovingAverage,3645.3738
ExpMovingAverage,4016.733
DoubleExpMovingAverage,3675.6895
ZLEMA,3812.1062
RSI,3812.1067
TimeLag,3706.0046
AD,3827.2642
WilliamR,3812.1062
LongShort,3812.1067
KAMA,3895.4722
WMA,3880.3152
RAVI,3774.213
VWAP,3721.1616
ROC,3872.7363
NVI,3774.213
PPO,3706.0034
MACD,3963.6816
CoppCurve,3857.5789
PVI,3781.7915
MVWAP,3774.213
StochasticOscillatorK,3683.2676
Chaikin,3728.7402
HMA,3819.685
fundamentalist , 3659.5344
TripleExpMovingAverage,3621.3933
SimpleMovingAverage,3850.97
ExpMovingAverage,3725.0735
DoubleExpMovingAverage,3651.016
ZLEMA,3599.1763
RSI,3754.6965
TimeLag,3651.016
AD,3769.5073
WilliamR,3658.4214
LongShort,3658.4214
KAMA,3776.9133
WMA,3747.2903
RAVI,3613.987
VWAP,3643.61
ROC,3606.582
NVI,3791.7246
PPO,3747.2898
MACD,3628.7988
CoppCurve,3917.6216
PVI,3710.2617
MVWAP,3828.7527
StochasticOscillatorK,3702.856
Chaikin,3539.9302
HMA,3628.7988
fundamentalist , 3573.7341
TripleExpMovingAverage,3631.2754
SimpleMovingAverage,3652.72
ExpMovingAverage,3481.164
DoubleExpMovingAverage,3488.3125
ZLEMA,3767.091
RSI,3495.4602
TimeLag,3638.4243
AD,3709.9058
WilliamR,3602.6829
LongShort,3538.349
KAMA,3566.9421
WMA,3616.9792
RAVI,3524.0527
VWAP,3609.8313
ROC,3409.6816
NVI,3638.4238
PPO,3702.7573
MACD,3581.2383
CoppCurve,3459.7195
PVI,3602.6829
MVWAP,3659.8684
StochasticOscillatorK,3609.8313
Chaikin,3545.4976
HMA,3381.089
fundamentalist , 3779.5615
TripleExpMovingAverage,3860.3965
SimpleMovingAverage,3830.1785
ExpMovingAverage,3777.2961
DoubleExpMovingAverage,4049.2617
ZLEMA,3565.7676
RSI,3656.423
TimeLag,3935.9429
AD,3883.0605
